events,launch_speed,launch_angle,HR
field_out,68.5,71,0
field_out,88.5,17,0
field_out,89.9,-31,0
single,93.4,16,0
single,87.80000000000001,18,0
field_out,65.7,-10,0
field_out,81.5,70,0
home_run,98.2,37,1
field_out,83.2,-5,0
field_out,97.7,36,0
field_out,96.6,28,0
single,82.4,7,0
field_out,103,14,0
field_out,97.2,22,0
single,102.1,2,0
double,95.7,30,0
field_out,80.4,-6,0
field_out,75.5,-46,0
single,104.2,9,0
field_out,89.30000000000001,-27,0
force_out,108.3,0,0
field_out,92.4,51,0
double,102.4,25,0
field_out,97.9,-17,0
single,91.3,11,0
field_out,99.9,12,0
single,96.1,-10,0
field_out,96.2,31,0
field_out,84.7,31,0
single,78.9,8,0
field_out,75.4,7,0
single,83.4,10,0
single,92.5,18,0
grounded_into_double_play,105.3,-7,0
field_out,93.3,34,0
field_out,75.7,-17,0
field_out,81.80000000000001,30,0
field_out,88.9,78,0
field_out,99.4,31,0
single,71.10000000000001,24,0
field_out,73.5,80,0
grounded_into_double_play,81.4,-36,0
single,102.1,10,0
field_error,66.3,-73,0
field_out,74.60000000000001,-4,0
field_out,88.30000000000001,82,0
field_out,94.6,43,0
field_out,100.2,3,0
field_out,90.3,43,0
field_out,94.9,-9,0
field_out,96.3,33,0
field_out,88.2,28,0
field_out,88.4,72,0
field_out,105.8,43,0
field_out,93.8,38,0
field_out,81.5,64,0
force_out,97.7,-12,0
field_out,87.5,-10,0
field_out,100,25,0
single,102.5,9,0
field_out,76.5,-46,0
field_out,77.60000000000001,27,0
field_out,100,-6,0
field_out,88.80000000000001,21,0
field_out,63.5,-1,0
field_out,71.4,7,0
field_out,90.7,35,0
force_out,66.4,1,0
single,102.9,11,0
field_out,91.3,29,0
field_out,105,9,0
single,60.1,-72,0
field_out,101.5,6,0
field_out,67,63,0
field_out,62.2,12,0
field_out,102.7,22,0
field_out,101.8,-2,0
field_out,67.60000000000001,87,0
field_out,90.2,-36,0
single,65.4,20,0
single,94.7,-6,0
field_out,68.2,-43,0
field_out,102.1,46,0
single,99.9,6,0
field_out,66,-53,0
field_out,74.4,-13,0
field_out,80.2,35,0
field_out,66.7,70,0
double,107.4,14,0
single,61.900000000000006,35,0
double,95.6,32,0
double,104,23,0
field_out,82.5,-15,0
field_out,79.9,77,0
double,96.1,2,0
field_out,72.7,67,0
field_out,88.80000000000001,71,0
field_out,85.5,9,0
field_out,85,-32,0
field_out,94.7,-26,0
single,106.1,9,0
sac_fly,83.60000000000001,32,0
field_out,81.7,65,0
field_out,78.10000000000001,73,0
double,112.8,16,0
single,99.7,11,0
field_out,89.60000000000001,-26,0
field_out,88.4,43,0
field_out,53.400000000000006,-79,0
single,89.7,11,0
field_out,92.8,34,0
field_out,81.5,68,0
field_out,100.2,43,0
single,35.7,-21,0
double,90.7,6,0
single,88.5,3,0
single,86.2,15,0
field_out,78,57,0
field_out,52.5,-45,0
field_out,75.9,47,0
field_out,88.5,34,0
field_out,87.60000000000001,11,0
field_out,86.9,61,0
field_out,62.5,-53,0
single,103.2,-12,0
field_out,105.8,6,0
field_out,103.4,0,0
single,101.1,15,0
field_out,72.3,16,0
field_out,82.9,26,0
field_out,85.7,44,0
single,89,12,0
field_out,81.60000000000001,-20,0
single,42.1,-39,0
field_out,72.60000000000001,-22,0
field_out,84,46,0
field_out,104,26,0
field_out,89.80000000000001,-9,0
field_out,105.8,-6,0
home_run,106.6,26,1
field_out,91.7,28,0
field_out,93,-12,0
field_out,92.7,32,0
home_run,107.8,30,1
single,88.9,15,0
single,103.9,16,0
double,98.2,28,0
single,61.6,18,0
field_out,81.80000000000001,-17,0
field_out,82.80000000000001,56,0
field_out,81.60000000000001,33,0
field_out,102,-1,0
field_out,59.1,-63,0
field_out,89,69,0
field_out,87.30000000000001,50,0
field_out,96.2,16,0
field_out,91,44,0
single,25.3,-75,0
home_run,101,31,1
field_out,93.6,3,0
field_out,85.9,78,0
field_out,110,-4,0
field_out,64.9,-53,0
field_out,94.9,-1,0
field_out,103.4,8,0
field_out,83.4,31,0
field_out,93.2,60,0
field_out,86.60000000000001,40,0
field_error,108.1,-17,0
field_out,83.2,55,0
field_out,94.8,22,0
field_out,93.7,-5,0
single,102.2,2,0
single,90.4,12,0
single,70.7,21,0
single,100.2,14,0
double,108.4,11,0
field_out,50.3,-70,0
field_out,99.1,18,0
double_play,100.3,38,0
field_error,104.8,-20,0
field_out,91.3,19,0
double,109.5,13,0
field_out,98.2,50,0
double,103,22,0
single,99.8,1,0
field_out,63.2,51,0
field_out,100.7,9,0
single,105.8,8,0
field_out,99.1,62,0
field_out,83.2,46,0
field_out,99.5,18,0
field_out,93.7,-16,0
field_out,89.9,-15,0
field_out,28.8,46,0
field_out,102.6,0,0
home_run,113.5,28,1
field_out,87.60000000000001,51,0
field_out,100.8,3,0
field_out,94,45,0
single,88.80000000000001,10,0
force_out,81.2,-31,0
single,36.1,45,0
field_out,101.9,43,0
single,103.2,14,0
field_out,73.60000000000001,-13,0
force_out,87.60000000000001,-37,0
field_out,66,40,0
field_out,88.10000000000001,31,0
field_out,83.60000000000001,70,0
single,38.8,14,0
field_out,61.5,-34,0
fielders_choice,77.5,2,0
field_out,67.60000000000001,68,0
home_run,102.1,32,1
force_out,63.6,-13,0
field_out,69.60000000000001,50,0
field_out,86.60000000000001,65,0
field_out,97.8,29,0
field_out,89.4,73,0
single,86.30000000000001,13,0
field_out,83.10000000000001,47,0
field_out,77.30000000000001,42,0
field_out,70.5,-23,0
single,96.5,-9,0
double,96.2,15,0
field_out,95.3,56,0
field_out,79.2,41,0
double,99.9,23,0
field_out,86.80000000000001,37,0
field_out,101.3,50,0
field_out,74.10000000000001,-25,0
field_out,98.3,38,0
field_out,24.8,19,0
field_out,82.2,68,0
field_out,91.6,53,0
field_out,62.2,-31,0
field_out,99.8,22,0
field_out,91.6,58,0
home_run,108.1,29,1
field_out,82.9,-14,0
field_out,71.3,3,0
force_out,78.4,53,0
home_run,99.2,35,1
field_out,90.8,6,0
field_out,97.1,18,0
field_out,82.30000000000001,-4,0
sac_fly,91.9,48,0
field_out,80.9,61,0
field_out,87.2,-5,0
field_out,76.10000000000001,-58,0
field_out,76.2,35,0
single,97.4,12,0
field_out,90.6,76,0
field_out,80.10000000000001,23,0
field_out,58.6,-54,0
field_out,81.4,27,0
force_out,81.60000000000001,-11,0
field_out,105.5,-5,0
single,99.9,5,0
single,49.8,-65,0
field_out,77.9,-5,0
field_out,98.9,42,0
field_out,95.7,-7,0
field_out,97.2,34,0
field_out,82.4,48,0
field_out,71.7,-23,0
field_out,85.30000000000001,-11,0
field_out,91.2,-8,0
home_run,103.5,38,1
double,60.8,17,0
field_out,82.5,-34,0
field_out,88.60000000000001,59,0
field_out,96.8,42,0
field_out,92.2,47,0
triple,99.9,45,0
single,90.8,10,0
home_run,100,28,1
double,92.7,22,0
field_out,94.2,70,0
field_out,97.3,56,0
field_out,89.80000000000001,34,0
field_out,49.3,-56,0
field_out,86.9,-3,0
field_out,60,78,0
single,97.2,1,0
field_out,93.4,-14,0
single,67.9,47,0
field_out,98.2,1,0
field_out,85.7,25,0
field_out,72.8,-5,0
single,62.900000000000006,34,0
single,95.7,9,0
single,104,6,0
single,69.9,16,0
double,93,26,0
field_out,78.80000000000001,47,0
single,91.9,1,0
field_out,105.5,19,0
field_out,94.6,50,0
single,108,8,0
field_out,74.5,15,0
single,58.400000000000006,18,0
single,76.7,-57,0
field_out,93,36,0
field_out,102.7,24,0
triple,77.80000000000001,24,0
single,74.5,18,0
field_out,84.80000000000001,4,0
single,97.5,1,0
field_out,98.3,4,0
single,84.80000000000001,-22,0
field_out,97.1,34,0
field_out,81.4,50,0
field_out,80.4,82,0
field_out,88.4,54,0
single,87.7,12,0
field_out,96.5,36,0
field_out,88.9,70,0
field_out,93.9,37,0
field_out,72.2,47,0
triple,96,40,0
single,91.2,66,0
home_run,101.5,33,1
single,78.30000000000001,14,0
triple,104.9,15,0
field_out,64.3,44,0
field_out,70.10000000000001,-34,0
field_out,97.2,38,0
field_out,101.3,-15,0
double,101.4,23,0
field_out,101.4,44,0
field_out,89.80000000000001,73,0
single,99.7,10,0
single,74.9,13,0
field_out,106.9,13,0
field_out,97.4,32,0
double,105.9,31,0
single,97.9,11,0
field_out,93,35,0
field_out,94.8,7,0
single,85.10000000000001,19,0
field_out,90.6,62,0
field_out,60.7,9,0
field_out,85.80000000000001,54,0
sac_fly,93.9,41,0
double,104.2,23,0
field_out,89.9,25,0
single,105,-4,0
single,76.2,23,0
field_out,77.5,-5,0
single,101.9,-1,0
field_out,95.8,19,0
single,74.60000000000001,17,0
single,78.80000000000001,16,0
field_out,96.5,50,0
home_run,108.7,26,1
field_out,70.8,-29,0
single,64.4,32,0
force_out,73.7,-27,0
single,90.5,14,0
field_out,76.5,-27,0
field_out,68.5,-4,0
field_out,73.9,-24,0
grounded_into_double_play,106.9,-9,0
field_out,92.1,22,0
field_out,94.3,43,0
force_out,106.5,-17,0
single,98.3,8,0
single,107.9,0,0
field_out,78.80000000000001,38,0
field_out,101,30,0
field_out,81.2,52,0
single,86.4,-3,0
grounded_into_double_play,98.8,-4,0
home_run,105.5,24,1
double,106.1,19,0
double,103.9,12,0
field_out,80.80000000000001,10,0
double,104.9,13,0
field_out,82.60000000000001,-2,0
field_out,68.60000000000001,-37,0
single,78.10000000000001,21,0
field_out,89.60000000000001,4,0
grounded_into_double_play,99.7,-3,0
single,99.6,5,0
field_out,90.4,17,0
field_out,96.9,18,0
sac_bunt,36.7,-79,0
field_out,61.5,50,0
field_out,101.2,23,0
field_out,82.30000000000001,-60,0
field_out,85.10000000000001,-40,0
single,93.9,-14,0
field_out,96.5,-44,0
field_out,70.2,4,0
field_out,45.5,-71,0
field_out,90.1,45,0
field_out,74.5,29,0
single,99.6,14,0
field_out,47.8,49,0
force_out,88.30000000000001,-6,0
field_out,88.7,32,0
field_out,74.7,-27,0
field_out,91.3,-16,0
field_out,92.2,31,0
double,102,24,0
field_out,86.2,57,0
field_error,105,-8,0
field_out,97,-18,0
single,109.5,6,0
field_out,95.9,33,0
field_out,70.5,77,0
field_out,103.5,-2,0
double,102.6,18,0
field_out,97,18,0
single,87.30000000000001,18,0
single,84.2,8,0
single,100.1,12,0
field_out,98,18,0
field_out,74.3,68,0
single,100.4,7,0
field_out,89.5,66,0
single,99.7,-4,0
field_out,79.2,64,0
field_out,101.8,-8,0
single,104.4,15,0
field_out,100.9,-21,0
field_out,62.6,-43,0
field_out,90.2,29,0
double,97.7,27,0
grounded_into_double_play,72.9,-6,0
single,96.8,-18,0
single,104.4,12,0
sac_bunt,38.900000000000006,-38,0
field_out,90.3,74,0
grounded_into_double_play,104.6,2,0
triple,81.2,23,0
field_out,97.6,7,0
field_out,95.6,40,0
single,110,-7,0
single,98.7,13,0
field_out,96.7,30,0
field_out,40.3,78,0
field_out,96.4,-3,0
field_out,88.30000000000001,28,0
field_out,84.2,59,0
field_out,86.80000000000001,-51,0
grounded_into_double_play,95.8,-6,0
field_out,95.5,44,0
double,94.5,28,0
field_out,98.5,0,0
single,89.4,15,0
field_out,95.1,34,0
field_out,86.5,55,0
single,108.2,-6,0
field_out,77.7,69,0
field_out,81.10000000000001,36,0
single,73.5,19,0
single,77.7,10,0
field_out,80.9,47,0
field_out,85,-47,0
single,95.4,11,0
field_out,79.9,8,0
field_out,90.7,7,0
field_out,94.9,-16,0
double,87.2,9,0
field_out,74.7,72,0
field_out,80.30000000000001,21,0
field_out,85.9,-35,0
field_out,103.4,-4,0
single,94.8,13,0
field_out,31.1,-58,0
field_out,93.4,17,0
double,99.8,17,0
single,102.2,3,0
field_out,55.2,52,0
field_out,100.9,1,0
field_out,65.60000000000001,-48,0
field_error,89.5,-41,0
single,95.3,0,0
double,98.6,10,0
triple,105.9,17,0
field_out,92.2,-15,0
field_out,80.7,-3,0
field_out,95.5,-7,0
single,92.1,-10,0
field_out,85.10000000000001,-3,0
single,97,13,0
home_run,107.7,32,1
home_run,98.1,25,1
field_out,87.2,-19,0
field_out,89.4,-47,0
home_run,101.9,30,1
field_out,73.4,60,0
single,97.2,9,0
field_out,84.7,-7,0
single,107.7,1,0
single,85.80000000000001,13,0
field_out,97,40,0
single,89.9,4,0
sac_fly,104.3,14,0
field_out,80.10000000000001,11,0
single,101.8,13,0
field_out,75.4,8,0
field_out,84.60000000000001,64,0
field_out,85.60000000000001,-19,0
field_out,105.5,-6,0
field_out,88.60000000000001,-35,0
field_out,93.5,4,0
field_out,102.8,36,0
grounded_into_double_play,85.60000000000001,-23,0
single,96.3,11,0
field_out,66.8,-34,0
single,79.5,12,0
field_out,91.9,-15,0
field_out,81,22,0
single,96.4,15,0
field_out,97.7,-11,0
single,83.30000000000001,13,0
field_out,96.8,2,0
home_run,108.5,22,1
single,106.7,11,0
field_out,78.30000000000001,9,0
field_out,74.9,72,0
single,97.5,12,0
home_run,110.1,22,1
single,76.4,21,0
double,108,12,0
field_out,79.4,28,0
field_out,79.60000000000001,-24,0
field_out,82.80000000000001,-46,0
field_out,69.2,-8,0
field_out,91,82,0
field_out,91.9,69,0
field_out,71.8,32,0
field_out,102.9,14,0
field_out,88.10000000000001,52,0
single,88.30000000000001,-1,0
single,98.5,0,0
field_out,81.9,49,0
field_out,78.80000000000001,33,0
field_out,75.9,34,0
field_out,82.60000000000001,37,0
double,102.5,21,0
single,100.6,-5,0
field_out,105.2,17,0
field_out,100.8,43,0
double,104.9,6,0
field_out,79.4,29,0
field_out,88,-42,0
field_out,98,-6,0
single,95.3,3,0
single,105.9,13,0
field_out,90.1,5,0
double,94,18,0
field_out,58.8,-37,0
field_out,82.4,21,0
field_out,55,20,0
field_out,89.4,12,0
field_out,96.6,29,0
field_out,94.4,-18,0
single,88.2,3,0
field_error,95.6,-7,0
double,104.3,17,0
field_out,85.30000000000001,45,0
field_out,69.8,80,0
field_out,75.9,48,0
field_out,69.4,-12,0
field_out,84,9,0
field_out,104.1,23,0
field_out,64.60000000000001,-22,0
field_out,65.5,-11,0
field_out,66,-3,0
field_out,83.7,46,0
field_out,107.2,-3,0
field_out,100.8,41,0
field_out,108.9,14,0
field_out,93.6,34,0
field_out,50.7,48,0
field_out,97,2,0
triple,94.9,32,0
field_out,99.3,-2,0
field_out,87.4,18,0
field_out,76.2,31,0
field_out,94.1,-9,0
field_out,75.7,84,0
field_out,71.5,10,0
field_out,70.4,-44,0
field_out,81.30000000000001,77,0
field_out,78.5,-10,0
force_out,69.60000000000001,6,0
single,73.8,31,0
field_out,82.4,68,0
home_run,100.3,39,1
field_out,71.3,2,0
double_play,95.9,25,0
single,96.6,31,0
field_out,97.8,-18,0
field_out,82.10000000000001,-21,0
double,99.4,24,0
field_out,97.7,-8,0
single,87.9,-8,0
double,106.9,19,0
field_out,80.5,26,0
single,71.10000000000001,31,0
field_out,100.3,8,0
double,103.1,13,0
grounded_into_double_play,103.9,-6,0
field_out,79.60000000000001,-6,0
home_run,100.1,32,1
double,101.2,19,0
field_out,94.1,31,0
field_out,67.8,-20,0
field_out,85.10000000000001,3,0
field_out,90.4,40,0
field_out,78.7,72,0
field_out,84.4,36,0
field_out,97.1,-10,0
field_out,100.5,32,0
field_out,91,32,0
field_out,90,44,0
double,107,14,0
field_out,76.3,0,0
field_out,97.3,-27,0
home_run,105.5,36,1
single,93.9,14,0
single,66.2,6,0
field_out,86.80000000000001,-21,0
field_out,88.80000000000001,67,0
field_out,89.4,72,0
field_out,75,-8,0
single,99.9,11,0
field_out,91.2,28,0
single,99.4,12,0
single,85.9,4,0
field_out,83.80000000000001,-14,0
field_out,71.60000000000001,67,0
field_out,51,47,0
field_out,60.3,-66,0
field_out,105.8,17,0
field_out,88.10000000000001,46,0
single,98.4,12,0
single,37.3,-39,0
field_out,99.9,-4,0
single,97.6,17,0
field_out,66.9,-18,0
field_out,91.7,0,0
field_out,87.7,33,0
triple,100.4,34,0
field_out,84.4,24,0
field_out,103.7,20,0
field_out,82.2,3,0
field_out,81,-7,0
field_out,89,24,0
field_out,104.6,17,0
field_out,98.2,-1,0
field_out,89,-33,0
single,28.3,-19,0
field_out,69.10000000000001,2,0
single,92.8,13,0
single,65.9,29,0
double,104.4,8,0
single,103.1,7,0
field_out,99.8,34,0
field_out,60.2,-8,0
field_out,100.8,46,0
field_out,89.4,69,0
field_out,54.900000000000006,60,0
field_out,51.400000000000006,72,0
home_run,101.5,35,1
single,66.60000000000001,19,0
field_out,88.9,30,0
field_out,85.60000000000001,49,0
field_out,84.5,39,0
field_out,91.1,30,0
single,86.5,1,0
field_out,98.3,28,0
field_out,91.4,-32,0
double,107,3,0
field_out,70.60000000000001,-1,0
field_out,108.5,16,0
field_out,76.9,57,0
single,94.6,14,0
field_out,80.10000000000001,61,0
field_out,87.80000000000001,52,0
double,97.8,29,0
single,78.9,13,0
home_run,102,25,1
field_out,37.9,-43,0
field_out,90.6,22,0
field_out,99.5,-4,0
single,113.8,11,0
double,77.4,33,0
field_out,103,19,0
single,71.8,26,0
double,98.6,11,0
force_out,85.4,-2,0
single,100.1,12,0
field_out,74.7,11,0
single,89.80000000000001,12,0
field_out,97.5,27,0
single,73.10000000000001,24,0
field_out,78.9,14,0
force_out,92,-2,0
double,69.9,50,0
field_out,78.2,68,0
field_out,96.5,29,0
field_out,77.9,77,0
field_out,89.80000000000001,-5,0
field_out,103.7,18,0
field_out,85.80000000000001,-20,0
field_out,51.3,45,0
single,56.1,36,0
field_out,86.5,50,0
field_out,73.60000000000001,62,0
field_out,102.5,45,0
field_out,77.10000000000001,62,0
single,93.9,-35,0
field_out,81.7,72,0
field_out,96,26,0
single,102.2,-11,0
field_out,79.4,26,0
single,82.80000000000001,12,0
field_out,71.3,-4,0
field_out,86.2,63,0
home_run,108,33,1
single,90.6,15,0
double,87.2,-7,0
field_out,86.7,31,0
home_run,105.9,26,1
single,109.1,21,0
field_out,98.3,38,0
field_out,75.4,50,0
field_out,94.8,27,0
single,77.5,27,0
double,85,25,0
field_out,89.7,32,0
single,100.2,11,0
single,67.5,14,0
double,109.4,8,0
field_out,99.5,2,0
field_out,87,39,0
field_out,93.2,61,0
field_out,68.4,63,0
field_out,82,-29,0
field_out,93.6,39,0
single,91.5,16,0
single,104.4,-10,0
field_out,81.2,0,0
single,38.1,-63,0
field_out,98.3,22,0
single,69,33,0
sac_bunt,38,-64,0
field_out,63.7,-32,0
single,81.7,26,0
single,73.9,14,0
field_out,103.1,1,0
home_run,106.5,26,1
field_out,85.80000000000001,-11,0
field_out,80.9,39,0
double,65,50,0
field_out,37,-38,0
field_out,99.8,36,0
sac_fly,86.2,41,0
single,90.8,-4,0
single,101.7,23,0
double,107.8,8,0
field_out,90.2,56,0
field_out,102.6,15,0
field_out,80.7,8,0
home_run,107.6,32,1
field_out,87.5,37,0
field_out,98.1,29,0
field_out,69.2,8,0
single,79.5,20,0
field_out,71,-15,0
field_out,99.2,33,0
single,102.4,4,0
single,74,24,0
grounded_into_double_play,77.2,3,0
field_out,97.3,43,0
force_out,70,-1,0
field_out,73.10000000000001,82,0
field_out,90.6,-6,0
field_out,99.2,29,0
single,93.2,-11,0
field_out,109.5,-2,0
field_out,98.5,28,0
double,104.2,17,0
field_out,81.60000000000001,-15,0
single,107.9,9,0
single,106.6,10,0
home_run,100.4,37,1
single,102.9,7,0
field_error,98.4,-27,0
field_error,74.5,1,0
field_out,83.2,48,0
field_out,96,35,0
field_out,59.6,-9,0
field_out,99.4,37,0
field_out,83.2,-7,0
single,101.5,16,0
single,96.9,9,0
field_out,81.4,78,0
field_out,92.8,6,0
home_run,112.3,21,1
field_out,48.8,-50,0
field_out,95.1,14,0
fielders_choice,87.30000000000001,-5,0
field_out,87,55,0
single,62.2,21,0
field_out,96.6,47,0
single,95.2,1,0
single,82.30000000000001,3,0
field_out,89.7,65,0
field_out,96.7,33,0
grounded_into_double_play,68.3,-17,0
field_out,104.2,41,0
field_out,76.4,-6,0
field_out,86,63,0
force_out,76.9,-32,0
field_out,97.8,44,0
double,94.8,12,0
home_run,104.3,29,1
field_out,97.8,23,0
field_out,93.3,41,0
field_out,106.3,-5,0
sac_fly,99.5,16,0
field_out,101.8,34,0
field_out,59.5,-47,0
field_out,80.9,60,0
field_out,77.7,64,0
field_out,83.9,21,0
field_out,59.3,-10,0
field_out,77.9,4,0
field_out,95.1,11,0
field_out,66.7,47,0
double_play,94.8,8,0
sac_fly,92.8,38,0
single,80.2,17,0
field_out,85.30000000000001,26,0
field_out,67.2,73,0
field_out,90.9,40,0
field_out,101.5,27,0
double,83.9,12,0
field_out,81.5,7,0
single,86.60000000000001,11,0
single,100.7,-1,0
field_out,63.1,-31,0
field_out,88.80000000000001,46,0
field_out,77.4,-18,0
field_out,94,-2,0
field_out,82.2,-13,0
sac_fly,102.9,44,0
field_out,70.2,-15,0
field_out,71.5,-23,0
field_out,83.10000000000001,43,0
double,106.1,12,0
single,97.3,5,0
field_out,72.5,72,0
single,82.9,16,0
double,104.3,11,0
single,77.10000000000001,23,0
field_out,108.4,1,0
field_out,66.5,0,0
field_out,91.6,50,0
grounded_into_double_play,102.1,-20,0
single,62.6,29,0
single,100.4,4,0
single,93.7,15,0
double,103.1,20,0
double,100.6,25,0
field_out,96,-14,0
field_out,73.60000000000001,34,0
field_out,104.2,36,0
single,101.7,13,0
field_out,83.30000000000001,26,0
field_out,103.9,-18,0
single,79.80000000000001,79,0
field_out,83,1,0
field_out,93.4,-3,0
field_out,56.7,17,0
field_out,78.80000000000001,-12,0
single,33.9,-30,0
field_out,93.6,46,0
force_out,76.60000000000001,1,0
field_out,84.9,46,0
field_out,59.1,54,0
field_out,98,20,0
field_out,88.60000000000001,-3,0
single,71.10000000000001,22,0
home_run,108.1,24,1
single,73.3,21,0
field_out,94,35,0
single,111.5,5,0
field_out,94.9,39,0
single,33.6,-26,0
double,101.8,16,0
grounded_into_double_play,96.3,-3,0
field_error,84.30000000000001,56,0
field_out,91.5,60,0
field_out,76.4,-12,0
field_out,85.5,74,0
field_out,91.8,-8,0
field_out,96.2,27,0
field_out,97.7,40,0
field_out,108.3,12,0
field_out,99.9,-10,0
field_out,59.1,49,0
field_out,87.4,-26,0
single,73.7,35,0
single,84.2,-7,0
field_out,82.5,83,0
single,98.6,6,0
field_out,93.1,29,0
field_out,67.3,76,0
field_out,73.7,-66,0
field_out,103.2,-5,0
field_out,83.10000000000001,46,0
field_out,92.7,-13,0
field_out,79.4,1,0
single,70.7,24,0
field_out,96.8,35,0
double,65.5,-32,0
field_out,82.60000000000001,0,0
single,98.6,10,0
field_out,70.9,21,0
field_out,72.10000000000001,30,0
field_out,73.7,-2,0
field_out,86.9,46,0
single,107.4,9,0
field_out,88.80000000000001,20,0
double,99.7,18,0
field_out,57.3,84,0
field_out,71.7,50,0
field_out,88.60000000000001,76,0
field_out,97.7,-13,0
field_out,80,11,0
field_out,76.10000000000001,64,0
double,88.80000000000001,-8,0
single,97.9,2,0
single,99.3,7,0
field_out,70.60000000000001,-10,0
field_out,88.60000000000001,53,0
field_out,71.60000000000001,-47,0
field_out,63.6,54,0
single,72.10000000000001,13,0
single,88.2,20,0
single,93.4,3,0
field_out,82.10000000000001,84,0
single,67.9,-9,0
home_run,105.5,35,1
single,102.2,16,0
single,83.30000000000001,13,0
field_out,94.7,-8,0
